0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.6667e-04	5.6667e-04	1.0417e-02	2.0816e-05	3.5936e-05	4.6861e-05	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0816e-05	3.5936e-05	4.6861e-05	1.0831e-05	1.8808e-05	2.4528e-05	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0831e-05	1.8808e-05	2.4528e-05	7.3211e-06	1.2738e-05	1.6612e-05	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3211e-06	1.2738e-05	1.6612e-05	5.5293e-06	9.6299e-06	1.2559e-05	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5293e-06	9.6299e-06	1.2559e-05	4.4422e-06	7.7411e-06	1.0096e-05	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.4422e-06	7.7411e-06	1.0096e-05	3.7123e-06	6.4718e-06	8.4403e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.7123e-06	6.4718e-06	8.4403e-06	3.1884e-06	5.5601e-06	7.2513e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.1884e-06	5.5601e-06	7.2513e-06	2.7941e-06	4.8736e-06	6.3560e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7941e-06	4.8736e-06	6.3560e-06	2.4866e-06	4.3379e-06	5.6574e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.4866e-06	4.3379e-06	5.6574e-06	2.2401e-06	3.9084e-06	5.0972e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.2401e-06	3.9084e-06	5.0972e-06	2.0380e-06	3.5562e-06	4.6380e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0380e-06	3.5562e-06	4.6380e-06	1.8694e-06	3.2623e-06	4.2546e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8694e-06	3.2623e-06	4.2546e-06	1.7266e-06	3.0132e-06	3.9298e-06	0	0
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7266e-06	3.0132e-06	3.9298e-06	1.6040e-06	2.7995e-06	3.6511e-06	0	0
