0.0000,0.0000,0.0000,-0.0382,-0.2782,0.3348,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0382,-0.2782,0.3348,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0248,-0.3121,0.3715,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0248,-0.3121,0.3715,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0140,-0.3396,0.4012,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0140,-0.3396,0.4012,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0049,-0.3628,0.4262,0.0000,0.0000
0.0000,0.0000,0.0000,-0.0049,-0.3628,0.4262,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0029,-0.3827,0.4477,0.0000,0.0000
0.0000,0.0000,0.0000,0.0078,-0.3957,0.4617,0.0000,0.0000
0.0000,0.0000,0.0000,0.0078,-0.3957,0.4617,0.0000,0.0000
0.0000,0.0000,0.0000,0.0123,-0.4076,0.4746,0.0000,0.0000
0.0000,0.0000,0.0000,0.0123,-0.4076,0.4746,0.0000,0.0000
0.0000,0.0000,0.0000,0.0123,-0.4076,0.4746,0.0000,0.0000
0.0000,0.0000,0.0000,0.0123,-0.4076,0.4746,0.0000,0.0000
0.0000,0.0000,0.0000,0.0123,-0.4076,0.4746,0.0000,0.0000
0.0000,0.0000,0.0000,0.0123,-0.4076,0.4746,0.0000,0.0000
0.0000,0.0000,0.0000,0.0159,-0.4171,0.4849,0.0000,0.0000
0.0000,0.0000,0.0000,0.0159,-0.4171,0.4849,0.0000,0.0000
0.0000,0.0000,0.0000,0.0192,-0.4261,0.4946,0.0000,0.0000
0.0000,0.0000,0.0000,0.0192,-0.4261,0.4946,0.0000,0.0000
0.0000,0.0000,0.0000,0.0223,-0.4345,0.5037,0.0000,0.0000
0.0000,0.0000,0.0000,0.0223,-0.4345,0.5037,0.0000,0.0000
0.0000,0.0000,0.0000,0.0253,-0.4425,0.5123,0.0000,0.0000
0.0000,0.0000,0.0000,0.0253,-0.4425,0.5123,0.0000,0.0000
0.0000,0.0000,0.0000,0.0280,-0.4500,0.5204,0.0000,0.0000
0.0000,0.0000,0.0000,0.0280,-0.4500,0.5204,0.0000,0.0000
0.0000,0.0000,0.0000,0.0306,-0.4572,0.5282,0.0000,0.0000
0.0000,0.0000,0.0000,0.0306,-0.4572,0.5282,0.0000,0.0000
0.0000,0.0000,0.0000,0.0331,-0.4640,0.5355,0.0000,0.0000
0.0000,0.0000,0.0000,0.0331,-0.4640,0.5355,0.0000,0.0000
0.0000,0.0000,0.0000,0.0355,-0.4705,0.5425,0.0000,0.0000
0.0000,0.0000,0.0000,0.0355,-0.4705,0.5425,0.0000,0.0000
0.0000,0.0000,0.0000,0.0377,-0.4767,0.5493,0.0000,0.0000
0.0000,0.0000,0.0000,0.0377,-0.4767,0.5493,0.0000,0.0000
0.0000,0.0000,0.0000,0.0398,-0.4827,0.5557,0.0000,0.0000
0.0000,0.0000,0.0000,0.0398,-0.4827,0.5557,0.0000,0.0000
0.0000,0.0000,0.0000,0.0419,-0.4884,0.5619,0.0000,0.0000
0.0000,0.0000,0.0000,0.0419,-0.4884,0.5619,0.0000,0.0000
0.0000,0.0000,0.0000,0.0438,-0.4939,0.5678,0.0000,0.0000
0.0000,0.0000,0.0000,0.0438,-0.4939,0.5678,0.0000,0.0000
0.0000,0.0000,0.0000,0.0457,-0.4992,0.5736,0.0000,0.0000
0.0000,0.0000,0.0000,0.0457,-0.4992,0.5736,0.0000,0.0000
0.0000,0.0000,0.0000,0.0475,-0.5043,0.5790,0.0000,0.0000
0.0000,0.0000,0.0000,0.0475,-0.5043,0.5790,0.0000,0.0000
0.0000,0.0000,0.0000,0.0492,-0.5092,0.5844,0.0000,0.0000
0.0000,0.0000,0.0000,0.0492,-0.5092,0.5844,0.0000,0.0000
0.0000,0.0000,0.0000,0.0509,-0.5140,0.5895,0.0000,0.0000
0.0000,0.0000,0.0000,0.0509,-0.5140,0.5895,0.0000,0.0000
0.0000,0.0000,0.0000,0.0509,-0.5140,0.5895,0.0000,0.0000
0.0000,0.0000,0.0000,0.0509,-0.5140,0.5895,0.0000,0.0000
0.0000,0.0000,0.0000,0.0509,-0.5140,0.5895,0.0000,0.0000
0.0000,0.0000,0.0000,0.0509,-0.5140,0.5895,0.0000,0.0000
0.0000,0.0000,0.0000,0.0523,-0.5183,0.5941,0.0000,0.0000
0.0000,0.0000,0.0000,0.0523,-0.5182,0.5941,0.0000,0.0000
0.0000,0.0000,0.0000,0.0537,-0.5224,0.5986,0.0000,0.0000
0.0000,0.0000,0.0000,0.0537,-0.5224,0.5986,0.0000,0.0000
0.0000,0.0000,0.0000,0.0537,-0.5224,0.5986,0.0000,0.0000
0.0000,0.0000,0.0000,0.0537,-0.5224,0.5986,0.0000,0.0000
0.0000,0.0000,0.0000,0.0551,-0.5263,0.6028,0.0000,0.0000
0.0000,0.0000,0.0000,0.0551,-0.5263,0.6028,0.0000,0.0000
