8	1.0449500000	2.8490400000	9	1.4477200000	0.7666160000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4500200000	0.2280420000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4681500000	0.2277680000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4477200000	0.7666160000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4545100000	0.7640500000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4477200000	0.7666160000	10	3.4681900000	0.2280520000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	311	3.4457800000	0.2273260000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0481800000	2.8497000000	9	1.4477200000	0.7666160000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4317700000	0.2278120000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4681500000	0.2277680000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0439800000	2.8512300000	9	1.4511100000	0.7653310000	10	3.4681500000	0.2277680000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4477200000	0.7666150000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4681500000	0.2277680000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.1756100000	3.0963800000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4681500000	0.2277680000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.2341600000	3.0964300000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4456800000	0.2276930000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
2	6.2341600000	3.0964300000	8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4681500000	0.2277680000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
8	1.0449500000	2.8490400000	9	1.4511100000	0.7653310000	10	3.4681900000	0.2280520000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	
