2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.389927	 -0.605332
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.904706	 -0.280240
1.392924	 -0.593412
2.904706	 -0.280240
1.392924	 -0.593412
2.904706	 -0.280240
1.392924	 -0.593412
2.904706	 -0.280240
1.392924	 -0.593412
2.904706	 -0.280240
1.392924	 -0.593412
2.904706	 -0.280240
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.396599	 -0.597775
2.900212	 -0.274889
1.396599	 -0.597775
2.900212	 -0.274889
1.396599	 -0.597775
2.900212	 -0.274889
1.396599	 -0.597775
2.900212	 -0.274889
1.396599	 -0.597775
2.900212	 -0.274889
1.396599	 -0.597775
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.392924	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.392917	 -0.605278
2.900212	 -0.274889
1.396579	 -0.593412
2.900212	 -0.274889
1.396579	 -0.593412
2.900212	 -0.274889
1.396579	 -0.593412
2.900212	 -0.274889
1.396579	 -0.593412
2.900212	 -0.274889
1.396579	 -0.593412
2.900212	 -0.274889
1.396579	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
2.900212	 -0.274889
1.395914	 -0.593412
